Block 0: res=ff, exp=ff
Block 17700: res=67, exp=67
Block 17701: res=a9, exp=a9
Block 17702: res=7e, exp=7e
Block 17703: res=61, exp=61
Block 17704: res=7d, exp=7d
Block 17705: res=75, exp=75
Block 17706: res=7b, exp=7b
Block 17707: res=81, exp=81
Block 17708: res=84, exp=84
Block 17709: res=7b, exp=7b
Block 17710: res=55, exp=55
Block 17711: res=78, exp=78
Block 17712: res=87, exp=87
Block 17713: res=9f, exp=9f
Block 17714: res=8a, exp=8a
Block 17715: res=91, exp=91
Block 17716: res=72, exp=72
Block 17717: res=78, exp=78
Block 17718: res=83, exp=83
Block 17719: res=7c, exp=7c
Block 17720: res=8b, exp=8b
Block 17721: res=7f, exp=7f
Block 17722: res=74, exp=74
Block 17723: res=77, exp=77
Block 17724: res=19, exp=19
Block 17725: res=ff, exp=ff
Block 17726: res=fa, exp=fa
Block 17727: res=db, exp=db
Block 17728: res=a4, exp=a4
Block 17729: res=d4, exp=d4
Block 17730: res=88, exp=88
Block 17731: res=9e, exp=9e
Block 17732: res=cc, exp=cc
Block 17733: res=90, exp=90
Block 17734: res=a3, exp=a3
Block 17735: res=a0, exp=a0
Block 17736: res=91, exp=91
Block 17737: res=e7, exp=e7
Block 17738: res=b2, exp=b2
Block 17739: res=86, exp=86
Block 17740: res=c3, exp=c3
Block 17741: res=9c, exp=9c
Block 17742: res=9e, exp=9e
Block 17743: res=b6, exp=b6
Block 17744: res=9f, exp=9f
Block 17745: res=98, exp=98
Block 17746: res=aa, exp=aa
Block 17747: res=94, exp=94
Block 17748: res=b7, exp=b7
Block 17749: res=bc, exp=bc
Block 17750: res=6b, exp=6b
Block 17751: res=aa, exp=aa
Block 17752: res=c2, exp=c2
Block 17753: res=9a, exp=9a
Block 17754: res=88, exp=88
Block 17755: res=50, exp=50
Block 17756: res=c5, exp=c5
Block 17757: res=b1, exp=b1
Block 17758: res=ce, exp=ce
Block 17759: res=ff, exp=ff
Block 17760: res=cf, exp=cf
Block 17761: res=8b, exp=8b
Block 17762: res=a4, exp=a4
Block 17763: res=a4, exp=a4
Block 17764: res=ff, exp=ff
Block 17765: res=ff, exp=ff
Block 17766: res=94, exp=94
Block 17767: res=e6, exp=e6
Block 17768: res=da, exp=da
Block 17769: res=c1, exp=c1
Block 17770: res=da, exp=da
Block 17771: res=ca, exp=ca
Block 17772: res=ad, exp=ad
Block 17773: res=ca, exp=ca
Block 17774: res=ce, exp=ce
Block 17775: res=ff, exp=ff
Block 17776: res=bb, exp=bb
Block 17777: res=f3, exp=f3
Block 17778: res=d0, exp=d0
Block 17779: res=bd, exp=bd
Block 17780: res=aa, exp=aa
Block 17781: res=f4, exp=f4
Block 17782: res=ff, exp=ff
Block 17783: res=9c, exp=9c
Block 17784: res=fd, exp=fd
Block 17785: res=ca, exp=ca
Block 17786: res=e3, exp=e3
Block 17787: res=ce, exp=ce
Block 17788: res=ee, exp=ee
Block 17789: res=f6, exp=f6
Block 17790: res=c6, exp=c6
Block 17791: res=fe, exp=fe
Block 17792: res=e6, exp=e6
Block 17793: res=db, exp=db
Block 17794: res=db, exp=db
Block 17795: res=c1, exp=c1
Block 17796: res=b2, exp=b2
Block 17797: res=ff, exp=ff
Block 17798: res=e9, exp=e9
Block 17799: res=b2, exp=b2
Block 17800: res=d2, exp=d2
Block 17801: res=f7, exp=f7
Block 17802: res=c6, exp=c6
Block 17803: res=d2, exp=d2
Block 17804: res=bc, exp=bc
Block 17805: res=e3, exp=e3
Block 17806: res=e7, exp=e7
Block 17807: res=ff, exp=ff
Block 17808: res=e4, exp=e4
Block 17809: res=c0, exp=c0
Block 17810: res=ff, exp=ff
Block 17811: res=c9, exp=c9
Block 17812: res=d8, exp=d8
Block 17813: res=c9, exp=c9
Block 17814: res=e3, exp=e3
Block 17815: res=e0, exp=e0
Block 17816: res=da, exp=da
Block 17817: res=dd, exp=dd
Block 17818: res=d0, exp=d0
Block 17819: res=d2, exp=d2
Block 17820: res=cf, exp=cf
Block 17821: res=e0, exp=e0
Block 17822: res=d2, exp=d2
Block 17823: res=ec, exp=ec
Block 17824: res=d4, exp=d4
Block 17825: res=d9, exp=d9
Block 17826: res=c9, exp=c9
Block 17827: res=cc, exp=cc
Block 17828: res=c3, exp=c3
Block 17829: res=ec, exp=ec
Block 17830: res=ef, exp=ef
Block 17831: res=d1, exp=d1
Block 17832: res=f1, exp=f1
Block 17833: res=ff, exp=ff
Block 17834: res=ff, exp=ff
Block 17835: res=9c, exp=9c
Block 17836: res=b1, exp=b1
Block 17837: res=b1, exp=b1
Block 17838: res=a9, exp=a9
Block 17839: res=99, exp=99
Block 17840: res=c0, exp=c0
Block 17841: res=80, exp=80
Block 17842: res=ff, exp=ff
Block 17843: res=ff, exp=ff
Block 17844: res=ff, exp=ff
Block 17845: res=ff, exp=ff
Block 17846: res=db, exp=db
Block 17847: res=ff, exp=ff
Block 17848: res=ff, exp=ff
Block 17849: res=ff, exp=ff
Block 17850: res=ec, exp=ec
Block 17851: res=ff, exp=ff
Block 17852: res=ee, exp=ee
Block 17853: res=d8, exp=d8
Block 17854: res=d4, exp=d4
Block 17855: res=d7, exp=d7
Block 17856: res=d4, exp=d4
Block 17857: res=d5, exp=d5
Block 17858: res=dc, exp=dc
Block 17859: res=c6, exp=c6
Block 17860: res=dd, exp=dd
Block 17861: res=db, exp=db
Block 17862: res=d6, exp=d6
Block 17863: res=df, exp=df
Block 17864: res=e7, exp=e7
Block 17865: res=d9, exp=d9
Block 17866: res=e3, exp=e3
Block 17867: res=e4, exp=e4
Block 17868: res=df, exp=df
Block 17869: res=e0, exp=e0
Block 17870: res=e6, exp=e6
Block 17871: res=ff, exp=ff
Block 17872: res=ff, exp=ff
Block 17873: res=44, exp=44
Block 17874: res=45, exp=45
Block 17875: res=2b, exp=2b
Block 17876: res=5c, exp=5c
Block 17877: res=3d, exp=3d
Block 17878: res=73, exp=73
Block 17879: res=2c, exp=2c
Block 17880: res=48, exp=48
Block 17881: res=5c, exp=5c
Block 17882: res=53, exp=53
Block 17883: res=5f, exp=5f
Block 17884: res=4e, exp=4e
Block 17885: res=5a, exp=5a
Block 17886: res=24, exp=24
Block 17887: res=4f, exp=4f
Block 17888: res=56, exp=56
Block 17889: res=3c, exp=3c
Block 17890: res=5f, exp=5f
Block 17891: res=2b, exp=2b
Block 17892: res=46, exp=46
Block 17893: res=8e, exp=8e
Block 17894: res=a4, exp=a4
Block 17895: res=cd, exp=cd
Block 17896: res=a9, exp=a9
Block 17897: res=b6, exp=b6
Block 17898: res=a2, exp=a2
Block 17899: res=96, exp=96
Block 17900: res=9d, exp=9d
Block 17901: res=b0, exp=b0
Block 17902: res=b2, exp=b2
Block 17903: res=9d, exp=9d
Block 17904: res=9f, exp=9f
Block 17905: res=bb, exp=bb
Block 17906: res=b9, exp=b9
Block 17907: res=b6, exp=b6
Block 17908: res=b0, exp=b0
Block 17909: res=ac, exp=ac
Block 17910: res=98, exp=98
Block 17911: res=a0, exp=a0
Block 17912: res=a8, exp=a8
Block 17913: res=a2, exp=a2
Block 17914: res=a4, exp=a4
Block 17915: res=9e, exp=9e
Block 17916: res=a7, exp=a7
Block 17917: res=a5, exp=a5
Block 17918: res=ad, exp=ad
Block 17919: res=ff, exp=ff
Block 17920: res=ff, exp=ff
Block 17921: res=74, exp=74
Block 17922: res=71, exp=71
Block 17923: res=67, exp=67
Block 17924: res=82, exp=82
Block 17925: res=70, exp=70
Block 17926: res=6f, exp=6f
Block 17927: res=7f, exp=7f
Block 17928: res=86, exp=86
Block 17929: res=63, exp=63
Block 17930: res=7f, exp=7f
Block 17931: res=81, exp=81
Block 17932: res=7e, exp=7e
Block 17933: res=84, exp=84
Block 17934: res=8f, exp=8f
Block 17935: res=9e, exp=9e
Block 17936: res=b8, exp=b8
Block 17937: res=9c, exp=9c
Block 17938: res=ae, exp=ae
Block 17939: res=ac, exp=ac
Block 17940: res=a6, exp=a6
Block 17941: res=ad, exp=ad
Block 17942: res=b0, exp=b0
Block 17943: res=bd, exp=bd
Block 17944: res=b6, exp=b6
Block 17945: res=b4, exp=b4
Block 17946: res=aa, exp=aa
Block 17947: res=a6, exp=a6
Block 17948: res=ac, exp=ac
Block 17949: res=94, exp=94
Block 17950: res=83, exp=83
Block 17951: res=73, exp=73
Block 17952: res=8d, exp=8d
Block 17953: res=56, exp=56
Block 17954: res=41, exp=41
Block 17955: res=73, exp=73
Block 17956: res=72, exp=72
Block 17957: res=c2, exp=c2
Block 17958: res=74, exp=74
Block 17959: res=6a, exp=6a
Block 17960: res=7e, exp=7e
Block 17961: res=89, exp=89
Block 17962: res=6d, exp=6d
Block 17963: res=9b, exp=9b
Block 17964: res=84, exp=84
Block 17965: res=74, exp=74
Block 17966: res=70, exp=70
Block 17967: res=87, exp=87
Block 17968: res=81, exp=81
Block 17969: res=8b, exp=8b
Block 17970: res=72, exp=72
Block 17971: res=83, exp=83
Block 17972: res=81, exp=81
Block 17973: res=7e, exp=7e
Block 17974: res=84, exp=84
Block 17975: res=75, exp=75
Block 17976: res=61, exp=61
Block 17977: res=87, exp=87
Block 17978: res=8b, exp=8b
Block 17979: res=76, exp=76
Block 17980: res=85, exp=85
Block 17981: res=ff, exp=ff
Block 17982: res=ff, exp=ff
Block 17983: res=8a, exp=8a
Block 17984: res=d4, exp=d4
Block 17985: res=9a, exp=9a
Block 17986: res=c2, exp=c2
Block 17987: res=70, exp=70
Block 17988: res=81, exp=81
Block 17989: res=9d, exp=9d
Block 17990: res=a1, exp=a1
Block 17991: res=6e, exp=6e
Block 17992: res=9b, exp=9b
Block 17993: res=80, exp=80
Block 17994: res=9c, exp=9c
Block 17995: res=df, exp=df
Block 17996: res=3d, exp=3d
Block 17997: res=99, exp=99
Block 17998: res=95, exp=95
Block 17999: res=64, exp=64
Block 18000: res=ab, exp=ab
Block 18001: res=a2, exp=a2
Block 18002: res=93, exp=93
Block 18003: res=9a, exp=9a
Block 18004: res=99, exp=99
Block 18005: res=59, exp=59
Block 18006: res=92, exp=92
Block 18007: res=a9, exp=a9
Block 18008: res=7b, exp=7b
Block 18009: res=9d, exp=9d
Block 18010: res=6c, exp=6c
Block 18011: res=f4, exp=f4
Block 18012: res=de, exp=de
Block 18013: res=a9, exp=a9
Block 18014: res=d1, exp=d1
Block 18015: res=cb, exp=cb
Block 18016: res=be, exp=be
Block 18017: res=a1, exp=a1
Block 18018: res=8a, exp=8a
Block 18019: res=fc, exp=fc
Block 18020: res=ff, exp=ff
Block 18021: res=8f, exp=8f
Block 18022: res=fa, exp=fa
Block 18023: res=d6, exp=d6
Block 18024: res=c9, exp=c9
Block 18025: res=c2, exp=c2
Block 18026: res=83, exp=83
Block 18027: res=ce, exp=ce
Block 18028: res=ff, exp=ff
Block 18029: res=e3, exp=e3
Block 18030: res=d0, exp=d0
Block 18031: res=a8, exp=a8
Block 18032: res=ca, exp=ca
Block 18033: res=dc, exp=dc
Block 18034: res=d7, exp=d7
Block 18035: res=c9, exp=c9
Block 18036: res=ff, exp=ff
Block 18037: res=ff, exp=ff
Block 18038: res=f4, exp=f4
Block 18039: res=ff, exp=ff
Block 18040: res=b3, exp=b3
Block 18041: res=a6, exp=a6
Block 18042: res=e9, exp=e9
Block 18043: res=ff, exp=ff
Block 18044: res=c0, exp=c0
Block 18045: res=ca, exp=ca
Block 18046: res=d7, exp=d7
Block 18047: res=95, exp=95
Block 18048: res=ff, exp=ff
Block 18049: res=ff, exp=ff
Block 18050: res=af, exp=af
Block 18051: res=ea, exp=ea
Block 18052: res=c6, exp=c6
Block 18053: res=b4, exp=b4
Block 18054: res=ef, exp=ef
Block 18055: res=ee, exp=ee
Block 18056: res=ac, exp=ac
Block 18057: res=cf, exp=cf
Block 18058: res=d7, exp=d7
Block 18059: res=f3, exp=f3
Block 18060: res=ec, exp=ec
Block 18061: res=ea, exp=ea
Block 18062: res=ff, exp=ff
Block 18063: res=cd, exp=cd
Block 18064: res=c5, exp=c5
Block 18065: res=ef, exp=ef
Block 18066: res=f0, exp=f0
Block 18067: res=ff, exp=ff
Block 18068: res=e1, exp=e1
Block 18069: res=dc, exp=dc
Block 18070: res=ba, exp=ba
Block 18071: res=c4, exp=c4
Block 18072: res=ca, exp=ca
Block 18073: res=d6, exp=d6
Block 18074: res=dc, exp=dc
Block 18075: res=d1, exp=d1
Block 18076: res=e4, exp=e4
Block 18077: res=ec, exp=ec
Block 18078: res=e9, exp=e9
Block 18079: res=d5, exp=d5
Block 18080: res=c1, exp=c1
Block 18081: res=d0, exp=d0
Block 18082: res=d0, exp=d0
Block 18083: res=d1, exp=d1
Block 18084: res=d1, exp=d1
Block 18085: res=d2, exp=d2
Block 18086: res=f8, exp=f8
Block 18087: res=ca, exp=ca
Block 18088: res=e9, exp=e9
Block 18089: res=d7, exp=d7
Block 18090: res=ff, exp=ff
Block 18091: res=95, exp=95
Block 18092: res=b5, exp=b5
Block 18093: res=a8, exp=a8
Block 18094: res=bb, exp=bb
Block 18095: res=6f, exp=6f
Block 18096: res=ff, exp=ff
Block 18097: res=ff, exp=ff
Block 18098: res=ff, exp=ff
Block 18099: res=ff, exp=ff
Block 18100: res=d2, exp=d2
Block 18101: res=ff, exp=ff
Block 18102: res=ff, exp=ff
Block 18103: res=ff, exp=ff
Block 18104: res=ff, exp=ff
Block 18105: res=fc, exp=fc
Block 18106: res=ff, exp=ff
Block 18107: res=f1, exp=f1
Block 18108: res=d4, exp=d4
Block 18109: res=d2, exp=d2
Block 18110: res=cd, exp=cd
Block 18111: res=cb, exp=cb
Block 18112: res=cc, exp=cc
Block 18113: res=da, exp=da
Block 18114: res=cc, exp=cc
Block 18115: res=da, exp=da
Block 18116: res=db, exp=db
Block 18117: res=dd, exp=dd
Block 18118: res=c4, exp=c4
Block 18119: res=e1, exp=e1
Block 18120: res=d7, exp=d7
Block 18121: res=e2, exp=e2
Block 18122: res=d6, exp=d6
Block 18123: res=e7, exp=e7
Block 18124: res=df, exp=df
Block 18125: res=e5, exp=e5
Block 18126: res=e5, exp=e5
Block 18127: res=ff, exp=ff
Block 18128: res=ff, exp=ff
Block 18129: res=27, exp=27
Block 18130: res=55, exp=55
Block 18131: res=ab, exp=ab
Block 18132: res=68, exp=68
Block 18133: res=49, exp=49
Block 18134: res=3b, exp=3b
Block 18135: res=5c, exp=5c
Block 18136: res=4a, exp=4a
Block 18137: res=57, exp=57
Block 18138: res=1f, exp=1f
Block 18139: res=5d, exp=5d
Block 18140: res=2b, exp=2b
Block 18141: res=4c, exp=4c
Block 18142: res=4b, exp=4b
Block 18143: res=59, exp=59
Block 18144: res=4f, exp=4f
Block 18145: res=5e, exp=5e
Block 18146: res=49, exp=49
Block 18147: res=51, exp=51
Block 18148: res=56, exp=56
Block 18149: res=a1, exp=a1
Block 18150: res=b3, exp=b3
Block 18151: res=bd, exp=bd
Block 18152: res=a8, exp=a8
Block 18153: res=9b, exp=9b
Block 18154: res=9d, exp=9d
Block 18155: res=98, exp=98
Block 18156: res=ab, exp=ab
Block 18157: res=a8, exp=a8
Block 18158: res=a4, exp=a4
Block 18159: res=bd, exp=bd
Block 18160: res=a2, exp=a2
Block 18161: res=c2, exp=c2
Block 18162: res=b1, exp=b1
Block 18163: res=bb, exp=bb
Block 18164: res=aa, exp=aa
Block 18165: res=ab, exp=ab
Block 18166: res=a6, exp=a6
Block 18167: res=bc, exp=bc
Block 18168: res=b2, exp=b2
Block 18169: res=97, exp=97
Block 18170: res=a1, exp=a1
Block 18171: res=a0, exp=a0
Block 18172: res=a4, exp=a4
Block 18173: res=a4, exp=a4
Block 18174: res=b1, exp=b1
Block 18175: res=ff, exp=ff
Block 18176: res=ff, exp=ff
Block 18177: res=83, exp=83
Block 18178: res=7e, exp=7e
Block 18179: res=7b, exp=7b
Block 18180: res=62, exp=62
Block 18181: res=88, exp=88
Block 18182: res=8f, exp=8f
Block 18183: res=83, exp=83
Block 18184: res=7d, exp=7d
Block 18185: res=62, exp=62
Block 18186: res=70, exp=70
Block 18187: res=85, exp=85
Block 18188: res=88, exp=88
Block 18189: res=78, exp=78
Block 18190: res=98, exp=98
Block 18191: res=96, exp=96
Block 18192: res=a1, exp=a1
Block 18193: res=ba, exp=ba
Block 18194: res=b1, exp=b1
Block 18195: res=b5, exp=b5
Block 18196: res=b0, exp=b0
Block 18197: res=c4, exp=c4
Block 18198: res=ba, exp=ba
Block 18199: res=ab, exp=ab
Block 18200: res=c6, exp=c6
Block 18201: res=ba, exp=ba
Block 18202: res=c5, exp=c5
Block 18203: res=a9, exp=a9
Block 18204: res=aa, exp=aa
Block 18205: res=8e, exp=8e
Block 18206: res=81, exp=81
Block 18207: res=6c, exp=6c
Block 18208: res=8a, exp=8a
Block 18209: res=69, exp=69
Block 18210: res=6d, exp=6d
Block 18211: res=5d, exp=5d
Block 18212: res=63, exp=63
Block 18213: res=6a, exp=6a
Block 18214: res=6c, exp=6c
Block 18215: res=75, exp=75
Block 18216: res=86, exp=86
Block 18217: res=85, exp=85
Block 18218: res=6f, exp=6f
Block 18219: res=a4, exp=a4
Block 18220: res=7e, exp=7e
Block 18221: res=77, exp=77
Block 18222: res=5f, exp=5f
Block 18223: res=8b, exp=8b
Block 18224: res=5c, exp=5c
Block 18225: res=6c, exp=6c
Block 18226: res=66, exp=66
Block 18227: res=8c, exp=8c
Block 18228: res=77, exp=77
Block 18229: res=8d, exp=8d
Block 18230: res=86, exp=86
Block 18231: res=86, exp=86
Block 18232: res=82, exp=82
Block 18233: res=73, exp=73
Block 18234: res=7c, exp=7c
Block 18235: res=52, exp=52
Block 18236: res=ff, exp=ff
Block 18237: res=ff, exp=ff
Block 18238: res=ff, exp=ff
Block 18239: res=ee, exp=ee
Block 18240: res=fa, exp=fa
Block 18241: res=b7, exp=b7
Block 18242: res=9e, exp=9e
Block 18243: res=78, exp=78
Block 18244: res=8e, exp=8e
Block 18245: res=88, exp=88
Block 18246: res=7d, exp=7d
Block 18247: res=bc, exp=bc
Block 18248: res=94, exp=94
Block 18249: res=ab, exp=ab
Block 18250: res=a2, exp=a2
Block 18251: res=8c, exp=8c
Block 18252: res=9b, exp=9b
Block 18253: res=a9, exp=a9
Block 18254: res=8a, exp=8a
Block 18255: res=cb, exp=cb
Block 18256: res=b9, exp=b9
Block 18257: res=c5, exp=c5
Block 18258: res=b3, exp=b3
Block 18259: res=7d, exp=7d
Block 18260: res=a2, exp=a2
Block 18261: res=c5, exp=c5
Block 18262: res=97, exp=97
Block 18263: res=a5, exp=a5
Block 18264: res=90, exp=90
Block 18265: res=62, exp=62
Block 18266: res=da, exp=da
Block 18267: res=e2, exp=e2
Block 18268: res=a6, exp=a6
Block 18269: res=b4, exp=b4
Block 18270: res=ad, exp=ad
Block 18271: res=9d, exp=9d
Block 18272: res=f0, exp=f0
Block 18273: res=b8, exp=b8
Block 18274: res=ff, exp=ff
Block 18275: res=b9, exp=b9
Block 18276: res=72, exp=72
Block 18277: res=ee, exp=ee
Block 18278: res=af, exp=af
Block 18279: res=cc, exp=cc
Block 18280: res=b7, exp=b7
Block 18281: res=bb, exp=bb
Block 18282: res=ef, exp=ef
Block 18283: res=d6, exp=d6
Block 18284: res=ff, exp=ff
Block 18285: res=ff, exp=ff
Block 18286: res=b9, exp=b9
Block 18287: res=b4, exp=b4
Block 18288: res=bf, exp=bf
Block 18289: res=c4, exp=c4
Block 18290: res=ff, exp=ff
Block 18291: res=f9, exp=f9
Block 18292: res=8d, exp=8d
Block 18293: res=ff, exp=ff
Block 18294: res=ce, exp=ce
Block 18295: res=dd, exp=dd
Block 18296: res=a0, exp=a0
Block 18297: res=ff, exp=ff
Block 18298: res=f5, exp=f5
Block 18299: res=c6, exp=c6
Block 18300: res=a5, exp=a5
Block 18301: res=ba, exp=ba
Block 18302: res=b7, exp=b7
Block 18303: res=e5, exp=e5
Block 18304: res=e8, exp=e8
Block 18305: res=f3, exp=f3
Block 18306: res=ee, exp=ee
Block 18307: res=a8, exp=a8
Block 18308: res=ff, exp=ff
Block 18309: res=dc, exp=dc
Block 18310: res=c1, exp=c1
Block 18311: res=e1, exp=e1
Block 18312: res=e6, exp=e6
Block 18313: res=cc, exp=cc
Block 18314: res=e0, exp=e0
Block 18315: res=a7, exp=a7
Block 18316: res=ff, exp=ff
Block 18317: res=a6, exp=a6
Block 18318: res=f2, exp=f2
Block 18319: res=cc, exp=cc
Block 18320: res=d3, exp=d3
Block 18321: res=f9, exp=f9
Block 18322: res=ff, exp=ff
Block 18323: res=ff, exp=ff
Block 18324: res=c3, exp=c3
Block 18325: res=cd, exp=cd
Block 18326: res=b0, exp=b0
Block 18327: res=cd, exp=cd
Block 18328: res=dd, exp=dd
Block 18329: res=d6, exp=d6
Block 18330: res=db, exp=db
Block 18331: res=e2, exp=e2
Block 18332: res=e9, exp=e9
Block 18333: res=ed, exp=ed
Block 18334: res=d0, exp=d0
Block 18335: res=e2, exp=e2
Block 18336: res=c8, exp=c8
Block 18337: res=c1, exp=c1
Block 18338: res=ce, exp=ce
Block 18339: res=cd, exp=cd
Block 18340: res=d1, exp=d1
Block 18341: res=d2, exp=d2
Block 18342: res=df, exp=df
Block 18343: res=ce, exp=ce
Block 18344: res=e0, exp=e0
Block 18345: res=dc, exp=dc
Block 18346: res=ff, exp=ff
Block 18347: res=ff, exp=ff
Block 18348: res=92, exp=92
Block 18349: res=c4, exp=c4
Block 18350: res=7f, exp=7f
Block 18351: res=ff, exp=ff
Block 18352: res=ff, exp=ff
Block 18353: res=ff, exp=ff
Block 18354: res=e3, exp=e3
Block 18355: res=ed, exp=ed
Block 18356: res=ff, exp=ff
Block 18357: res=ff, exp=ff
Block 18358: res=ba, exp=ba
Block 18359: res=ff, exp=ff
Block 18360: res=ff, exp=ff
Block 18361: res=ff, exp=ff
Block 18362: res=e7, exp=e7
Block 18363: res=f0, exp=f0
Block 18364: res=c8, exp=c8
Block 18365: res=cf, exp=cf
Block 18366: res=cd, exp=cd
Block 18367: res=d8, exp=d8
Block 18368: res=d2, exp=d2
Block 18369: res=d2, exp=d2
Block 18370: res=d1, exp=d1
Block 18371: res=d2, exp=d2
Block 18372: res=e2, exp=e2
Block 18373: res=d3, exp=d3
Block 18374: res=df, exp=df
Block 18375: res=e2, exp=e2
Block 18376: res=d9, exp=d9
Block 18377: res=de, exp=de
Block 18378: res=ec, exp=ec
Block 18379: res=e6, exp=e6
Block 18380: res=e4, exp=e4
Block 18381: res=e3, exp=e3
Block 18382: res=ee, exp=ee
Block 18383: res=ff, exp=ff
Block 18384: res=ff, exp=ff
Block 18385: res=4f, exp=4f
Block 18386: res=62, exp=62
Block 18387: res=59, exp=59
Block 18388: res=55, exp=55
Block 18389: res=5c, exp=5c
Block 18390: res=62, exp=62
Block 18391: res=4f, exp=4f
Block 18392: res=61, exp=61
Block 18393: res=49, exp=49
Block 18394: res=40, exp=40
Block 18395: res=19, exp=19
Block 18396: res=74, exp=74
Block 18397: res=6b, exp=6b
Block 18398: res=56, exp=56
Block 18399: res=78, exp=78
Block 18400: res=4e, exp=4e
Block 18401: res=76, exp=76
Block 18402: res=4e, exp=4e
Block 18403: res=66, exp=66
Block 18404: res=70, exp=70
Block 18405: res=b9, exp=b9
Block 18406: res=cc, exp=cc
Block 18407: res=ae, exp=ae
Block 18408: res=95, exp=95
Block 18409: res=98, exp=98
Block 18410: res=a0, exp=a0
Block 18411: res=a6, exp=a6
Block 18412: res=b0, exp=b0
Block 18413: res=c2, exp=c2
Block 18414: res=bb, exp=bb
Block 18415: res=b6, exp=b6
Block 18416: res=c1, exp=c1
Block 18417: res=b5, exp=b5
Block 18418: res=cd, exp=cd
Block 18419: res=b6, exp=b6
Block 18420: res=ae, exp=ae
Block 18421: res=a6, exp=a6
Block 18422: res=a2, exp=a2
Block 18423: res=b9, exp=b9
Block 18424: res=ac, exp=ac
Block 18425: res=a9, exp=a9
Block 18426: res=a9, exp=a9
Block 18427: res=a2, exp=a2
Block 18428: res=9f, exp=9f
Block 18429: res=a7, exp=a7
Block 18430: res=bb, exp=bb
Block 18431: res=ff, exp=ff
Block 18432: res=ff, exp=ff
Block 18433: res=6c, exp=6c
Block 18434: res=70, exp=70
Block 18435: res=6f, exp=6f
Block 18436: res=87, exp=87
Block 18437: res=b4, exp=b4
Block 18438: res=98, exp=98
Block 18439: res=7e, exp=7e
Block 18440: res=79, exp=79
Block 18441: res=76, exp=76
Block 18442: res=7c, exp=7c
Block 18443: res=72, exp=72
Block 18444: res=64, exp=64
Block 18445: res=88, exp=88
Block 18446: res=92, exp=92
Block 18447: res=a2, exp=a2
Block 18448: res=a1, exp=a1
Block 18449: res=aa, exp=aa
Block 18450: res=bd, exp=bd
Block 18451: res=c6, exp=c6
Block 18452: res=ac, exp=ac
Block 18453: res=ab, exp=ab
Block 18454: res=b8, exp=b8
Block 18455: res=c5, exp=c5
Block 18456: res=b0, exp=b0
Block 18457: res=be, exp=be
Block 18458: res=b3, exp=b3
Block 18459: res=b9, exp=b9
Block 18460: res=c7, exp=c7
Block 18461: res=a3, exp=a3
Block 18462: res=ab, exp=ab
Block 18463: res=81, exp=81
Block 18464: res=6c, exp=6c
Block 18465: res=4c, exp=4c
Block 18466: res=6e, exp=6e
Block 18467: res=6a, exp=6a
Block 18468: res=e7, exp=e7
Block 18469: res=ad, exp=ad
Block 18470: res=78, exp=78
Block 18471: res=71, exp=71
Block 18472: res=88, exp=88
Block 18473: res=7d, exp=7d
Block 18474: res=7d, exp=7d
Block 18475: res=8b, exp=8b
Block 18476: res=66, exp=66
Block 18477: res=6d, exp=6d
Block 18478: res=6b, exp=6b
Block 18479: res=6d, exp=6d
Block 18480: res=7e, exp=7e
Block 18481: res=94, exp=94
Block 18482: res=af, exp=af
Block 18483: res=59, exp=59
Block 18484: res=8c, exp=8c
Block 18485: res=93, exp=93
Block 18486: res=7f, exp=7f
Block 18487: res=67, exp=67
Block 18488: res=97, exp=97
Block 18489: res=71, exp=71
Block 18490: res=65, exp=65
Block 18491: res=63, exp=63
Block 18492: res=ff, exp=ff
Block 18493: res=f5, exp=f5
Block 18494: res=ff, exp=ff
Block 18495: res=ff, exp=ff
Block 18496: res=ff, exp=ff
Block 18497: res=c7, exp=c7
Block 18498: res=a0, exp=a0
Block 18499: res=b3, exp=b3
Block 18500: res=64, exp=64
Block 18501: res=9c, exp=9c
Block 18502: res=5d, exp=5d
Block 18503: res=8c, exp=8c
Block 18504: res=8f, exp=8f
Block 18505: res=8e, exp=8e
Block 18506: res=6b, exp=6b
Block 18507: res=c0, exp=c0
Block 18508: res=50, exp=50
Block 18509: res=94, exp=94
Block 18510: res=88, exp=88
Block 18511: res=7d, exp=7d
Block 18512: res=b8, exp=b8
Block 18513: res=a4, exp=a4
Block 18514: res=79, exp=79
Block 18515: res=90, exp=90
Block 18516: res=a1, exp=a1
Block 18517: res=9d, exp=9d
Block 18518: res=a3, exp=a3
Block 18519: res=8f, exp=8f
Block 18520: res=3b, exp=3b
Block 18521: res=e8, exp=e8
Block 18522: res=c9, exp=c9
Block 18523: res=92, exp=92
Block 18524: res=a3, exp=a3
Block 18525: res=c4, exp=c4
Block 18526: res=9b, exp=9b
Block 18527: res=83, exp=83
Block 18528: res=e2, exp=e2
Block 18529: res=ff, exp=ff
Block 18530: res=ee, exp=ee
Block 18531: res=aa, exp=aa
Block 18532: res=b8, exp=b8
Block 18533: res=ef, exp=ef
Block 18534: res=ea, exp=ea
Block 18535: res=be, exp=be
Block 18536: res=ae, exp=ae
Block 18537: res=e0, exp=e0
Block 18538: res=f0, exp=f0
Block 18539: res=a4, exp=a4
Block 18540: res=9c, exp=9c
Block 18541: res=ed, exp=ed
Block 18542: res=df, exp=df
Block 18543: res=c1, exp=c1
Block 18544: res=d7, exp=d7
Block 18545: res=e0, exp=e0
